F,K,vol,T,pv_p,pv,bp_error,delta_p,delta,vega_p,vega 
8.739894213809400528e-03,-4.185400011917130188e-03,9.300968148035035354e-03,2.939795643430591188e+00,1.474155048086466836e-02,1.480704834001650601e-02,6.549785915183764518e-01,8.204114383478856576e-01,7.911739377510189630e-01,2.658514634981774816e-02,4.925178043777859171e-01
1.782779134552298084e-02,3.779411104967321522e-02,1.263119487719172387e-02,2.620677286265370443e-01,2.014150277285182682e-05,1.806127617505922481e-06,1.833537515534590656e-01,7.609452497123203769e-03,1.008277324734837242e-03,5.326131815933964932e-04,1.736788581515763021e-03
4.805396641805477487e-02,4.222432746146202037e-02,8.606198491426235442e-03,4.874679042324959077e+00,1.091963380243278145e-02,1.084924992853978504e-02,7.038387389299640695e-01,6.444394958397965389e-01,6.205027153195421530e-01,4.829890333922643580e-02,8.403179561621877403e-01
1.273759683485616544e-02,3.706014001417718556e-02,4.844251663499287569e-03,7.600720941102627470e-02,3.967446187551739537e-10,1.514068359048882193e-78,3.967446187551739745e-06,3.370032503372843345e-07,2.076988876104773183e-74,3.281452663976507774e-08,1.045962554747443223e-73
3.264261027587426339e-02,3.965648943981221752e-02,1.223656492311806995e-02,4.582539636374489689e+00,7.483219853439249114e-03,7.315606398953937266e-03,1.676134544853118413e+00,4.060367418118128180e-01,3.944420437790666090e-01,4.911469238380861135e-02,8.239383597065849107e-01
-3.650270686990401796e-03,4.629675234922854543e-02,1.217431227356604098e-02,4.282735042953267346e+00,6.290703787347758742e-05,2.241835321705345054e-04,1.612764942970569271e+00,1.489339719111907462e-02,2.371385575979569060e-02,3.740240541299114617e-03,1.157042796693448922e-01
4.080538702159339226e-02,3.398312503578583554e-02,1.046793145841192927e-03,4.486822141883664905e+00,6.160165077184803252e-03,6.822906356838323756e-03,6.627412796535205430e+00,9.273862146051958799e-01,9.989537926902127829e-01,2.948334284123576773e-02,7.434010645291952261e-03
4.581132343603151053e-02,4.733292124670725187e-02,4.494830693986347561e-03,1.903858720519407077e+00,1.875449079679593822e-03,1.787528245218456685e-03,8.792083446113713174e-01,4.406209504232885266e-01,4.030964125232925355e-01,2.321699692146893604e-02,5.341422241370047397e-01
3.121575228942696789e-02,2.325840832033599509e-02,2.185404083593484297e-03,4.497405490647292226e+00,7.748676164323176074e-03,8.038663574790463201e-03,2.899874104672871322e+00,9.283642042902449099e-01,9.570050189335543855e-01,2.978770530429838276e-02,1.937607155439536877e-01
3.809428768747678481e-03,-6.744277753203308662e-03,5.880736409857894274e-03,3.748298417284348094e+00,1.160642455912789216e-02,1.164177171137679122e-02,3.534715224889906082e-01,8.525681819494852487e-01,8.230237030845682922e-01,2.837953203936938867e-02,5.026277123147500081e-01
2.520129381163685456e-02,4.198183577092910040e-02,1.475105271356955128e-02,1.259110622171464522e+00,9.994325565523829238e-04,1.343199066328650904e-03,3.437665097762679700e+00,1.649172514008127866e-01,1.553398010317004196e-01,1.316620157937285762e-02,2.677697105546706924e-01
-7.409036803799366397e-03,4.459265723734878728e-02,1.216892155262616279e-02,4.078087096070696305e+00,2.618338291450445594e-05,1.520225169732983468e-04,1.258391340587939000e+00,7.266152419436681248e-03,1.716795190257810327e-02,1.784880339603102991e-03,8.585683576034215669e-02
2.224801108018194945e-02,-6.504701398510730377e-03,2.307946174564378533e-03,2.600405079552689624e+00,2.867657854557370892e-02,2.875271247869268243e-02,7.613393311897351801e-01,1.037119308708297494e+00,9.999999999999944489e-01,1.785485580321016568e-03,7.046847894066001880e-14
3.812738198139659779e-02,3.845791057537616131e-02,7.069548852860975570e-03,4.233992016202681619e+00,5.540111392473325881e-03,5.639557241290608057e-03,9.944584881728217862e-01,5.290155096640550836e-01,4.909361018565834289e-01,4.740107895970801372e-02,8.206783461752487074e-01
-5.805158083736323797e-03,2.756585722208331618e-02,5.379241005101767850e-03,3.356115737999210147e+00,9.890575807821540086e-08,9.005198186831712418e-07,8.016140606049559220e-03,5.292578363882728947e-05,3.541639482584448060e-04,1.096402053647562714e-05,2.364521378521990298e-03
1.306435726068600790e-02,4.153759395314248620e-02,1.207380519262626906e-02,4.930730681908128687e+00,2.024042464123567038e-03,1.982074107657914169e-03,4.196835646565286737e-01,1.728654608330330300e-01,1.441108952801100351e-01,3.631446654668828850e-02,5.040149018344910470e-01
4.209433888619940056e-02,3.000224201111652278e-02,7.226435902011821809e-03,4.845491939215267330e+00,1.420227043998573135e-02,1.414219008656849089e-02,6.008035341724047296e-01,8.039000930857411742e-01,7.764223613347598363e-01,3.739819256449429530e-02,6.578091526425325908e-01
-1.300583060382247066e-03,2.660952230198727897e-02,1.088407123749322858e-02,1.175032284914813818e+00,6.961544568834830656e-06,3.558187984734003550e-05,2.862033527850520453e-01,2.830763620899028402e-03,8.999925683432118823e-03,3.461320718697104585e-04,2.634774687412592270e-02
-5.105528001221031759e-04,9.507343616627422431e-03,4.516165979033029063e-03,1.955925082060710585e+00,1.537657267370112974e-04,1.516768095345356275e-04,2.088917202475670115e-02,6.088993477604198734e-02,5.635832631186064173e-02,5.666294717124980597e-03,1.586010540962198012e-01
3.467766792715053920e-03,4.190318285092136524e-02,4.112407041031510002e-03,4.340700829427349916e+00,3.523215996332542270e-09,6.370412734056941734e-09,2.847196737724399634e-05,2.055383934952896610e-06,3.629288323607044605e-06,4.700246805027069660e-07,3.546915905739161554e-05
4.645275334038778681e-02,-4.004047666645931328e-03,6.731820621921799121e-03,2.425599730465889170e+00,5.017274010461671846e-02,5.045680251315493026e-02,2.840624085382117858e+00,1.031951811726217416e+00,9.999992550144445325e-01,7.831198400616213749e-04,5.807598173692836668e-06
9.939871429997524863e-03,-2.363750128676182956e-03,6.004249825566524562e-03,1.020913765189743083e+00,1.242122977467812611e-02,1.235138663373320893e-02,6.984314094491718139e-01,1.024856841490739079e+00,9.787226710382838091e-01,2.234838243253960653e-03,5.155569594485582413e-02
9.078504458967500551e-04,1.418445396091645543e-02,1.619899897243390211e-03,3.370935016537320195e+00,9.692167491743185071e-06,2.461084313851615886e-09,9.689706407429334034e-02,5.245142442214256913e-03,4.022287875501358558e-06,5.884040706052251707e-04,3.448571467608447236e-05
1.617518576961338855e-02,4.150819854903792239e-02,1.006981558968866527e-02,4.834568296345757688e+00,1.235188598184285003e-03,1.391296848263246302e-03,1.561082500789612970e+00,1.464491384700537524e-01,1.262788002257216602e-01,3.115868165535175260e-02,4.558493914081471199e-01
2.779031317607620621e-02,1.230326792738117674e-02,1.445104493872364712e-02,1.955953902998248672e+00,1.813044192077408259e-02,1.806421997966049797e-02,6.622194111358461477e-01,8.091789969537215299e-01,7.782464632109626912e-01,2.381896401135423502e-02,4.159894190880841780e-01
3.460414283735932517e-02,1.392297707895908017e-02,8.514776194950429006e-03,4.543203889560008868e+00,2.177450262457606561e-02,2.183229007696790500e-02,5.778745239183937787e-01,9.144021035825813382e-01,8.727561302069239968e-01,2.534048254698181152e-02,4.442484212024066514e-01
2.681604648570123928e-02,3.423664582596436939e-02,1.208683855248195941e-03,4.418161821653914245e+00,1.684322190058195722e-04,1.280668633783935461e-06,1.671515503720356399e+00,6.773466781050048457e-02,1.745532490643316500e-03,6.674604410507059549e-03,1.177608670824581254e-02
4.967260774716021621e-02,7.699197384927967611e-03,8.378785740261924381e-03,4.732119846043597811e+00,4.221236316927189786e-02,4.203959447824655304e-02,1.727686910253448005e+00,1.042213350738971478e+00,9.893563063437096350e-01,5.793738059521473353e-03,6.121844543116837511e-02
4.572909756880610271e-02,4.225715255417197141e-02,6.486547648009092192e-03,2.108834600089784406e+00,5.779495175856237503e-03,5.746283711219495223e-03,3.321146463674228277e-01,6.991070286565717051e-01,6.437815590295474788e-01,2.841645679191776019e-02,5.412909497259501546e-01
3.062492291996694177e-04,1.333449053955938247e-02,5.833224488556534339e-03,3.931543579990112725e-01,7.933421054652009186e-06,1.668473376137231383e-07,7.766573717038285918e-02,4.635623096839631106e-03,1.840107531068980193e-04,3.456755191329757425e-04,4.395825735528886076e-04
-8.613736136859329734e-03,1.560040716029687316e-03,1.024988778845200080e-02,2.642550619337202811e+00,2.531695532656265055e-03,2.762355646464556124e-03,2.306601138082910563e+00,3.024268658862689363e-01,2.707347067728212986e-01,3.322779028874311980e-02,5.382254180108203556e-01
4.452857996739220670e-02,3.099083520644946299e-02,9.090018865398431791e-03,5.783197781716938879e-01,1.337031822589473430e-02,1.360331590273322275e-02,2.329976768384884434e+00,1.000447520684308644e+00,9.749074253217910879e-01,2.252476558141826811e-03,4.458384731429267805e-02
1.938398725264131595e-02,1.624155126703671209e-02,7.041133725757184152e-03,4.178009577415673803e+00,7.432701306845267836e-03,7.449198423428881992e-03,1.649711658361415756e-01,6.237272350951929001e-01,5.864190355135094901e-01,4.529404390931154184e-02,7.962374188518607232e-01
1.703364962439534586e-02,-5.920105425813188688e-03,1.019439449198297418e-02,2.948155819454533200e-01,2.257775936267303329e-02,2.295377547656221595e-02,3.760161138891826571e+00,1.086175040950209780e+00,9.999831450948285516e-01,-3.181437447521150846e-03,3.995428259113689630e-05
-2.773141995888530296e-03,6.066430020660191699e-03,8.485347143940535561e-03,2.470397836366652111e+00,1.765815580425070426e-03,2.028534156170788347e-03,2.627185757457179083e+00,2.800069538457647944e-01,2.537314407632630386e-01,2.905505895061001598e-02,5.033867710068375967e-01
4.378899316781106887e-03,-3.940146784670772208e-03,1.333299225853083053e-02,3.072154202214852692e+00,1.392732411796278498e-02,1.406715364520833705e-02,1.398295272455520655e+00,6.556664011904027589e-01,6.390718601485573247e-01,3.580871225683378983e-02,6.563181924067301720e-01
4.216885931008110960e-02,2.107609585118845608e-02,7.053976059420777323e-03,4.221073333103783298e+00,2.144489712506388382e-02,2.156256512376539952e-02,1.176679987015156970e+00,9.673898914382486058e-01,9.272233558732416725e-01,1.624694980026111096e-02,2.842173247941381375e-01
3.989749496403986739e-02,2.174652047582108921e-02,1.416873039951489777e-02,1.873849754331156747e+00,2.003019365449668424e-02,1.997420756518483373e-02,5.598608931185050652e-01,8.573503669481332690e-01,8.253222259386457926e-01,2.091357759019784809e-02,3.524525315114692692e-01
4.212826630434984843e-02,7.256634202596526015e-03,8.863670378959492835e-03,4.123725662212848420e+00,3.504891243506930154e-02,3.505209095673113284e-02,3.178521661831301692e-02,1.036402456462603094e+00,9.736502679047803754e-01,8.645876331881675175e-03,1.240250338270269814e-01
2.036022445558097194e-02,1.347063594322575435e-02,7.025137494789049884e-03,1.610030452529948697e+00,8.189448885901624842e-03,8.013253304238245403e-03,1.761955816633794303e+00,8.303528184424873171e-01,7.802082184885875682e-01,2.001117372690503285e-02,3.755000847813804721e-01
3.361629317610951434e-02,-4.367273731912877169e-03,7.755911465743795842e-03,1.499077054683255472e+00,3.778182968321525115e-02,3.798363478516009195e-02,2.018051019448408034e+00,1.047439528437226652e+00,9.999683175799749524e-01,9.752357129654038066e-04,1.639121931907090886e-04
1.827013816186683764e-02,4.122862862611318888e-03,1.066625498486997031e-02,1.074524643279156200e+00,1.473818641634432047e-02,1.467296010631085473e-02,6.522631003346573975e-01,9.296371874951503411e-01,8.996458891303058536e-01,1.171868174315249603e-02,1.823903557247114060e-01
9.967030241503421414e-03,-8.521135849825344638e-03,5.916735106842299988e-03,2.001855523065893649e+00,1.853936626954104730e-02,1.852809975833475883e-02,1.126651120628846536e-01,1.013533011874048428e+00,9.863949161702624258e-01,1.870592292343115776e-03,4.926141043555899018e-02
-5.578842298250654731e-03,-5.784069181593991769e-03,8.114114021290709175e-03,2.783515917749252111e+00,5.425311641693702017e-03,5.503908821572012743e-03,7.859717987831073005e-01,5.535082570225895449e-01,5.060476927645378709e-01,3.824950562838554113e-02,6.655137229515879493e-01
4.618605047879954101e-02,4.715423066729244883e-02,1.361926525871828830e-02,1.459467547851695857e+00,6.085030637701520015e-03,6.091155930783555272e-03,6.125293082035257464e-02,5.238524009291124495e-01,4.765380135714258891e-01,2.931256736239430671e-02,4.811221802433587325e-01
1.845488765158242311e-02,1.458078104053561232e-02,2.861232532979758429e-03,2.296627440781419338e+00,4.496238920132419534e-03,4.314832782927444446e-03,1.814061372049750931e+00,8.002192211732788163e-01,8.141934703959868846e-01,2.460347885954473554e-02,4.056155741339096954e-01
2.087361288374997570e-02,3.599424234343187590e-02,1.471730129219648089e-02,2.036686417356809442e-01,1.547126841831940325e-04,2.604177554494632095e-05,1.286709086382477052e+00,4.433503716034418313e-02,1.140617768862982676e-02,2.155815291006771359e-03,1.348823116309133194e-02
4.320084558170914080e-03,3.803480848427322897e-02,7.808358299853532247e-03,4.352067901517955306e-01,2.326426755054447426e-10,2.242349748429436517e-14,2.326202520079604680e-06,1.720164203958120755e-07,2.974051777576446807e-11,2.287050034251019272e-08,1.312845548766327427e-10
5.455385386604420447e-03,1.266107889984967837e-02,1.108683834258986436e-02,1.435248094357409077e+00,2.227435869185162044e-03,2.457181956735794010e-03,2.297460875506319500e+00,3.302146228741557610e-01,2.937349723127348766e-01,2.339922483069127243e-02,4.125383630582030170e-01
8.354722196354811073e-03,2.201311457313189987e-03,1.103434201618770866e-03,4.864851090006661605e-01,5.461235981794719356e-03,6.153410739041621086e-03,6.921747572469016951e+00,1.094159593112090212e+00,9.999999999999993339e-01,9.491021784641440889e-03,3.658903271704471008e-15
2.289314856619107524e-02,4.368807606168386565e-02,3.089078432675986929e-03,1.702249393332242011e+00,8.249941591425512278e-08,9.047081994752798567e-11,8.240894509430759206e-04,5.741867444458341143e-05,1.237323551171849203e-07,6.623802389485261037e-06,8.622235503255433102e-07
2.234340824878551512e-02,1.165463673835017387e-02,4.355095687140451977e-03,1.612017215436230222e+00,1.091609638992769617e-02,1.074484080136031867e-02,1.712555885673774814e+00,1.018474071684591253e+00,9.733855746128973196e-01,7.195269306811431960e-03,7.819456269922976654e-02
9.526330055069920366e-04,6.869952220428869952e-03,5.136621950740050992e-03,3.188651138094850790e+00,1.314323487975713493e-03,1.436696348030774015e-03,1.223728600550605172e+00,2.794056918775057463e-01,2.594230826596033435e-01,2.744957104529006237e-02,5.785486197633360472e-01
-2.542390641804019059e-03,-4.164830551771047697e-03,9.476831970787046033e-03,3.079968342781677748e+00,7.418836259800349470e-03,7.477848602806688727e-03,5.901234300633926289e-01,5.729947833593106443e-01,5.388556348885209513e-01,4.018007113245469775e-02,6.968138440576894244e-01
1.460396165751839427e-02,1.447443108774475184e-04,1.129307018127085477e-02,1.464472020539759667e+00,1.558526194787867789e-02,1.547750097447959244e-02,1.077609733990854357e+00,8.869165932434696087e-01,8.549759171651158951e-01,1.659223304993788159e-02,2.758522095445729017e-01
2.676015815865997322e-02,4.091458123999145574e-02,2.479892236699612201e-03,1.335938240025042800e+00,1.593598656446489778e-06,2.130897720803230715e-10,1.593385566674409420e-02,1.089208017432152223e-03,3.942922928778284927e-07,9.041946456694383624e-05,2.336419953026855651e-06
3.562095320041316904e-02,6.510715859673140218e-03,1.130122167681520823e-02,2.877779252344823124e+00,2.954110488869178888e-02,2.964891655658707936e-02,1.078116678952904861e+00,9.907901449817069217e-01,9.355455907219651923e-01,1.269352778316677928e-02,2.136903811507570305e-01
1.915874264984404607e-02,4.006557258467428884e-02,1.182871860774010325e-02,1.821032711551195060e+00,4.297591207720956015e-04,7.117822966594095991e-04,2.820231758873140038e+00,8.795988965225277900e-02,9.513857581846747735e-02,1.059673499007520066e-02,2.283280557346912820e-01
3.978479786273735053e-02,4.416858100059915804e-02,1.324007976115459170e-03,4.979628820874769879e+00,6.068406554340257221e-04,8.984689331589915161e-05,5.169937621181265541e+00,1.893814105503155987e-01,6.893797150894857839e-02,1.737385358705609284e-02,2.961130276008523410e-01
1.479484314802385382e-02,9.034941225824511327e-03,5.267936283881348089e-03,4.672123055045257267e+00,8.076664856835360368e-03,7.991684516264504004e-03,8.498034057085636084e-01,7.252778137712215800e-01,6.935172579446196028e-01,4.327954047615607813e-02,7.587588220041764364e-01
4.232249490158089544e-02,8.137453084079484047e-03,4.531881022603915891e-03,4.824969400078791826e-01,3.413455577733887775e-02,3.418504181750141313e-02,5.048604016253538385e-01,1.032906368015718668e+00,1.000000000000000000e+00,5.340271210833687834e-05,6.834350935075487482e-27
4.598762659194111091e-02,2.222518145233909337e-02,1.076472763790549403e-02,2.721416342042664027e+00,2.435239112961396640e-02,2.450761105942051918e-02,1.552199298065527699e+00,9.521757922304389110e-01,9.095690920188118644e-01,1.585164581158551161e-02,2.688433471791004115e-01
-5.778730392314175221e-03,2.468243667074130482e-02,1.164329697872243732e-02,3.454161180549273791e+00,5.289100277306605985e-04,7.801806325003659941e-04,2.512706047697053968e+00,8.321877491211852884e-02,7.961516841493498919e-02,1.617951773911481539e-02,2.752958705939240192e-01
1.931533886822557611e-02,2.738747770468894643e-02,2.123303907240899156e-03,2.091448204199676919e+00,8.270312371154972303e-05,4.100146230753389346e-06,7.860297748079633218e-01,4.149105139212035109e-02,4.284690690352703675e-03,3.056703980795053271e-03,1.822007872855729155e-02
2.792085380512660669e-02,1.377541144689021883e-02,1.366122996002055653e-02,1.785735928513750403e+00,1.655016255148401144e-02,1.643885888061997341e-02,1.113036708640380290e+00,8.127870946595467938e-01,7.807861007413537946e-01,2.328435198568139242e-02,3.948615252255723296e-01
-8.502473245589434181e-03,2.466709617548806105e-02,7.611799323446612198e-03,3.355744862958332408e+00,5.010456766301258924e-06,4.042795449662530424e-05,3.541749773032404902e-01,1.964503966028000037e-03,8.684534687414778575e-03,4.205274445178117950e-04,4.315539818407159584e-02
1.351911886201848274e-02,-3.085744394452180628e-03,1.548691212306189165e-03,3.014709053517076853e+00,1.640159006183675855e-02,1.660486325660786439e-02,2.032731947711058140e+00,1.092354296705069006e+00,9.999999996695041471e-01,4.407714258228816011e-03,3.632124665049403428e-09
-4.088718591257103040e-03,3.026294764039303559e-02,1.211728167972772260e-02,3.275968690806770223e+00,3.048200106729927888e-04,5.516581541890091178e-04,2.468381435160163395e+00,5.526118183546631368e-02,5.864013533252843829e-02,1.078866179142385154e-02,2.117673401290841306e-01
-5.152397644936805750e-03,2.448959435270264134e-02,9.073745455008518090e-03,2.684510782052306865e+00,2.954781999652257395e-05,1.283320962327846708e-04,9.878427623626209186e-01,9.666357751888293368e-03,2.308529504187187970e-02,1.777385791747970170e-03,8.955797042758609217e-02
1.663826203366328832e-02,-1.234495445443037007e-03,1.198159757095831890e-02,3.970727952439015329e+00,2.077246829405098028e-02,2.101207135431801959e-02,2.396030602670393250e+00,8.083046679561394221e-01,7.729466480263177397e-01,3.166568879713382856e-02,6.007031472414758877e-01
2.771916446513326970e-02,2.351733682300030659e-02,6.507396639286787063e-03,1.596585522682447245e+00,5.940335965602020797e-03,5.800435171342502305e-03,1.399007942595184906e+00,7.535444168768365980e-01,6.953302231321912830e-01,2.341542203206248979e-02,4.423854236877582391e-01
2.796821368112738931e-02,2.476699116276198653e-02,4.269160699157260007e-03,9.644299208640514376e-01,3.904317854207952233e-03,3.738386008565173970e-03,1.659318456427782529e+00,7.803714650594700819e-01,7.774325559474752900e-01,1.627579008877901023e-02,2.927159439564850918e-01
1.798632060379666553e-02,2.550111032675085598e-03,3.792309929550596870e-03,2.909745026304161541e+00,1.541201122090852388e-02,1.545455286952477844e-02,4.254164861625456262e-01,1.036480367438955552e+00,9.914885771730989061e-01,5.212080201736205010e-03,3.948184818465371587e-02
3.844882196646987049e-02,3.110297575909704709e-02,7.304672682389274328e-03,1.077969603263281728e+00,8.139500465270449805e-03,8.016434162630417179e-03,1.230663026400326210e+00,8.710687989578961288e-01,8.336238965632029041e-01,1.378535534385629500e-02,2.591165006269871562e-01
-6.709573213115462703e-03,1.365274900611076689e-03,6.159843113360268137e-03,1.878327206763215629e-01,7.266164235658438813e-05,9.348035021091782365e-07,7.172683885447520558e-01,3.605186551270653933e-02,1.244491560107432353e-03,1.912692297457973525e-03,1.783143438339850366e-03
1.178656465215144160e-02,3.524844016271305031e-02,5.810882364929125833e-03,3.180230841835135491e-01,8.405284114989461699e-09,1.785075141379090328e-16,8.405283936481948513e-05,6.312402565353883376e-06,4.044394722271882404e-13,6.595856452181763348e-07,1.663674370941658064e-12
1.240487097704537876e-02,4.112472434283937633e-02,2.452091076787440982e-03,4.432375034618208254e+00,2.646426249927520175e-08,1.159761246327727523e-11,2.645266488681192367e-04,1.561675447366933861e-05,1.324097765184236572e-08,2.969959157669287225e-06,1.598132111623499323e-07
2.181375265671108010e-02,2.629996035390838593e-02,2.425892768003503914e-03,2.766144779094388717e+00,5.548827191721535015e-04,2.703996954017760909e-04,2.844830237703773967e+00,1.933038982039480269e-01,1.330880463351818699e-01,1.365899803402553445e-02,3.575839479457022518e-01
1.448825815188696867e-03,2.083895081615922545e-02,8.570309179014251252e-03,2.253281485446194221e+00,1.819486979064659357e-04,3.708657502297252480e-04,1.889170523232593046e+00,4.987779170898627712e-02,6.587725033213166770e-02,7.075151108177996952e-03,1.923190674294394664e-01
3.890322007355514339e-02,8.613031282445256578e-03,1.028559357946563779e-02,1.677568932577688354e+00,3.022653898601245989e-02,3.034285958872527320e-02,1.163206027128133035e+00,1.032254857787488600e+00,9.885078701347933539e-01,4.969931006111603759e-03,3.896416650610690091e-02
1.077929531343956547e-02,-7.550676386389221055e-03,9.468809447734070212e-03,4.711155232925438696e+00,2.033833390274884800e-02,2.042498280136401806e-02,8.664889861517005576e-01,8.499460085941140663e-01,8.137693274161432733e-01,3.213957470707961422e-02,5.817641689849027964e-01
2.198582610196305603e-02,2.237484465283253593e-02,5.474848417873029623e-03,3.793398954482289642e-02,1.130197841662949725e-03,2.588894614332649642e-04,8.713083802296846869e+00,3.816134627114539102e-01,3.576212213877580925e-01,8.316510002461125969e-03,7.269804026689941079e-02
4.965959886295304854e-02,4.352756214708769500e-02,1.070529809284435224e-02,3.752546321597006074e+00,1.154270513987573632e-02,1.169825697941187861e-02,1.555518395361422890e+00,6.333333144711842388e-01,6.162682241519605864e-01,4.229092820408461573e-02,7.397531141504906094e-01
-9.683965459846857748e-03,4.792340200289610386e-02,1.290764932678864149e-02,2.772647042409521201e-01,6.311632728228200925e-14,9.112247371463519620e-21,6.311631817003462845e-10,4.650718460332528502e-11,1.166784759077098684e-17,6.961586477851131639e-12,5.278003870297146270e-17
1.404492784594592487e-02,4.483231175432034893e-02,1.224784445693390816e-02,1.808395189826648819e+00,5.268460192405010554e-05,1.971375472544056710e-04,1.444529453303555755e+00,1.534065583016826911e-02,3.079430056482729272e-02,2.134159169000205379e-03,9.350326949043445690e-02
3.144224418188505676e-02,3.594027789651118437e-02,1.023149683219793868e-02,1.300204862780266479e-01,8.390310072746940415e-04,1.989563025216922103e-04,6.400747047530018996e+00,2.220400044193174549e-01,1.113827157618269281e-01,7.932460054702277982e-03,6.841222987454542714e-02
3.593966766964989956e-02,3.834200459582942644e-02,8.606744069277754913e-03,1.070184061718385315e+00,2.436794623712935839e-03,2.479390074584440339e-03,4.259545087150450327e-01,4.337295516012223406e-01,3.936513632218446301e-01,2.158015399412969992e-02,3.979522631234236885e-01
2.398752966999300601e-02,2.131368109339466799e-02,7.096161599656953568e-03,3.933202083329639276e+00,7.000381439087688916e-03,7.052398201334780965e-03,5.201676224709205210e-01,6.145153680976837007e-01,5.753431345473245528e-01,4.407984142037354308e-02,7.770423069616048117e-01
2.453788547174266810e-02,6.801581348507482541e-03,1.421782681191413600e-02,2.835731487121102568e-01,1.731905977516624839e-02,1.776075657329064666e-02,4.416967981243982599e+00,1.033549973288936608e+00,9.904249407209971823e-01,4.760007669925678427e-03,1.366443803233393338e-02
3.850458618720217080e-02,2.070712814825768217e-02,1.151373391959872525e-02,1.875266325604268092e+00,1.883398344377459205e-02,1.881921899742570667e-02,1.476444634888537943e-01,9.001155217127171371e-01,8.705052255741670963e-01,1.751246401356649357e-02,2.889105129418773066e-01
1.082117831872225593e-02,1.204089721500390363e-02,8.222544854853951549e-03,4.376394471445383516e+00,6.265208265080615853e-03,6.269761745653029336e-03,4.553480572413483307e-02,5.048709573357026414e-01,4.717354859262046229e-01,4.940753893299324601e-02,8.324851433121684963e-01
4.792123799306036158e-02,3.009866582176391053e-02,1.448565763873719409e-02,1.655364477022986114e-01,1.715666814511052421e-02,1.782464068098931625e-02,6.679725358787920619e+00,1.041381076268616646e+00,9.987528200839004278e-01,4.251332506336870896e-03,1.677277232700394999e-03
4.636167434432809237e-02,3.529615496274405434e-02,1.296131113377941776e-02,7.908164739774735663e-01,1.218081863666379758e-02,1.210118114621934124e-02,7.963749044445633807e-01,8.565129651258761578e-01,8.314800579407801706e-01,1.598532570371110142e-02,2.237753896761276173e-01
4.555080331857957326e-02,7.102457236660102494e-03,6.045767090325919121e-03,4.354916643031425671e+00,3.847232114418127485e-02,3.845241951254820684e-02,1.990163163306801763e-01,1.057265658253524920e+00,9.988460333587466655e-01,5.414334503512006994e-05,8.012471981619006742e-03
4.448042688184029175e-02,1.716333528103456546e-02,7.737805077154865339e-03,2.538321476869132010e+00,2.719147863202430251e-02,2.737467349694604896e-02,1.831948649217464364e+00,1.025921128397039084e+00,9.866496365459970219e-01,3.185701584324552704e-03,5.457296911808930812e-02
6.005476337799379657e-03,-3.112997900431699848e-03,1.367854034600755192e-02,3.241826726439120954e+00,1.486413137663531239e-02,1.505034947132001012e-02,1.862180946846977214e+00,6.593824654704962818e-01,6.443994909176021801e-01,3.607790728743804493e-02,6.707155209683194341e-01
1.492273122612200464e-03,3.390427998298840839e-03,4.126820232241661460e-03,2.586731484107568591e+00,1.881892158144399946e-03,1.806369774047816455e-03,7.552238409658349472e-01,4.214878596638723107e-01,3.874455202048391333e-01,2.738686278745828054e-02,6.159224861381685789e-01
3.590270408674421654e-02,8.621084594319964114e-03,1.494647697402012171e-02,2.188110616555120735e+00,2.838503018990439636e-02,2.843807564987400893e-02,5.304545996961257392e-01,9.376634421083822613e-01,8.913887611876034622e-01,1.395082719589968087e-02,2.756199105977243380e-01
3.323281640527277897e-02,2.084216308254602940e-02,1.166602642175354129e-02,3.323608752716602943e+00,1.592635262229339169e-02,1.608059653484184351e-02,1.542439125484518225e+00,7.445672600451211931e-01,7.199168108247242515e-01,3.401789235710568626e-02,6.137785610838129013e-01
4.494226004070615843e-02,-2.888417162174321609e-03,1.194414025720998487e-02,3.116109054502349984e+00,4.793374543628885903e-02,4.791529722612000719e-02,1.844821016885184184e-01,1.024788146632096719e+00,9.883516633538033114e-01,3.465542526526955557e-03,5.373077002564863314e-02
-6.659870487283163498e-03,4.890783990494999151e-02,5.934662514056380199e-03,3.548396029145291397e+00,1.355136265509219336e-12,6.993526637559972358e-10,6.979975274904880182e-06,9.472758506538353828e-10,3.336982536242107588e-07,2.259479924071217118e-10,3.242341166656827784e-06
-7.091520867157599661e-03,4.266106841736717198e-02,2.668413504360237290e-03,3.072107142332717089e+00,1.221522496301759453e-15,4.303983568087674492e-30,1.221522496301755189e-11,9.931325338832926014e-13,9.957810481477957440e-27,1.923724074198014757e-13,1.872763864407172419e-25
1.935788757796343823e-02,3.843448551119451467e-02,5.186100614923097596e-03,7.031020596583177351e-01,3.001274002422769066e-07,5.221662816169872614e-09,2.949057374261070640e-03,2.021934849083599733e-04,5.750731057471104645e-06,2.011211884655392913e-05,2.216039671328187211e-05
3.642691389841879596e-02,-8.531016554148607850e-03,1.361602506664061785e-03,2.928875035051492937e+00,4.480790291916021684e-02,4.495793045256740728e-02,1.500275334071904387e+00,1.054632614623756792e+00,1.000000000000000000e+00,1.360071233336947009e-03,1.012965136432012773e-81
4.036368003576589619e-02,4.115103889703610601e-02,1.294965149208458788e-02,4.077512976818259638e+00,1.004683925584202130e-02,1.004300703634212685e-02,3.832219499894443104e-02,4.935427865481448184e-01,4.879894911332909868e-01,4.629838160283651638e-02,8.052131667609939703e-01
